,strain,gene,hit_score
435,Collinsella-stercoris-DSM-13279-MAF-2,metCcustom,393.2
436,Collinsella_aerofaciens,cysKcustom,536.6
437,Collinsella_aerofaciens,cysMcustom,362.4
438,Collinsella_aerofaciens,lcdcustom,63.6
439,Collinsella_aerofaciens,malYcustom,442.7
440,Collinsella_aerofaciens,metCcustom,386.6
441,Coprococcus-comes-ATCC-27758-MAF-2,cysKcustom,548.1
442,Coprococcus-comes-ATCC-27758-MAF-2,cysMcustom,367.0
443,Coprococcus-comes-ATCC-27758-MAF-2,lcdcustom,28.8
444,Coprococcus-comes-ATCC-27758-MAF-2,malYcustom,578.1
445,Coprococcus-comes-ATCC-27758-MAF-2,metCcustom,469.7
446,Coprococcus-eutactus-ATCC-27759-MAF-2,cysKcustom,537.5
447,Coprococcus-eutactus-ATCC-27759-MAF-2,cysMcustom,375.1
448,Coprococcus-eutactus-ATCC-27759-MAF-2,lcdcustom,65.2
449,Coprococcus-eutactus-ATCC-27759-MAF-2,malYcustom,555.3
450,Coprococcus-eutactus-ATCC-27759-MAF-2,metCcustom,383.2
451,Cutibacterium_acnes,cysKcustom,499.7
452,Cutibacterium_acnes,cysMcustom,339.4
453,Cutibacterium_acnes,lcdcustom,37.9
454,Cutibacterium_acnes,malYcustom,79.8
455,Cutibacterium_acnes,metCcustom,22.2
456,Cutibacterium_acnes,tnaA,870.0
457,Desulfovibrio_piger,cysKcustom,457.7
458,Desulfovibrio_piger,cysMcustom,319.1
459,Desulfovibrio_piger,malYcustom,185.9
460,Desulfovibrio_piger,metCcustom,385.0
461,Dorea-formicigenerans-ATCC-27755-MAF-2,cysKcustom,545.4
462,Dorea-formicigenerans-ATCC-27755-MAF-2,cysMcustom,366.2
463,Dorea-formicigenerans-ATCC-27755-MAF-2,lcdcustom,38.3
464,Dorea-formicigenerans-ATCC-27755-MAF-2,malYcustom,595.3
465,Dorea-formicigenerans-ATCC-27755-MAF-2,metCcustom,391.5
466,Dorea-longicatena-DSM-13814-MAF-2,cysKcustom,529.1
467,Dorea-longicatena-DSM-13814-MAF-2,cysMcustom,358.4
468,Dorea-longicatena-DSM-13814-MAF-2,lcdcustom,42.6
469,Dorea-longicatena-DSM-13814-MAF-2,malYcustom,590.2
470,Dorea-longicatena-DSM-13814-MAF-2,metCcustom,471.1
471,Dysgonomonas_capnocytophagoides,cysKcustom,553.1
472,Dysgonomonas_capnocytophagoides,cysMcustom,362.2
473,Dysgonomonas_capnocytophagoides,lcdcustom,93.3
474,Dysgonomonas_capnocytophagoides,malYcustom,566.0
475,Dysgonomonas_capnocytophagoides,metCcustom,369.4
476,Eggerthella_lenta,cysKcustom,519.3
477,Eggerthella_lenta,cysMcustom,351.6
478,Eggerthella_lenta,lcdcustom,63.1
479,Eggerthella_lenta,malYcustom,157.0
480,Eggerthella_lenta,metCcustom,364.9
481,Eisenbergiella_tayi,cysKcustom,532.1
482,Eisenbergiella_tayi,cysMcustom,368.6
483,Eisenbergiella_tayi,lcdcustom,58.5
484,Eisenbergiella_tayi,malYcustom,542.4
485,Eisenbergiella_tayi,metCcustom,438.0
486,Enterobacter_asburiae,cysKcustom,517.5
487,Enterobacter_asburiae,cysMcustom,545.6
488,Enterobacter_asburiae,lcdcustom,73.9
489,Enterobacter_asburiae,malYcustom,545.2
490,Enterobacter_asburiae,metCcustom,558.9
491,Enterobacter_cloacae,cysKcustom,517.9
492,Enterobacter_cloacae,cysMcustom,548.4
493,Enterobacter_cloacae,lcdcustom,74.0
494,Enterobacter_cloacae,malYcustom,536.8
495,Enterobacter_cloacae,metCcustom,557.1
496,Enterocloster-asparagiformis-DSM-15981-MAF-2,cysKcustom,529.5
497,Enterocloster-asparagiformis-DSM-15981-MAF-2,cysMcustom,363.5
498,Enterocloster-asparagiformis-DSM-15981-MAF-2,lcdcustom,82.8
499,Enterocloster-asparagiformis-DSM-15981-MAF-2,malYcustom,586.6
500,Enterocloster-asparagiformis-DSM-15981-MAF-2,metCcustom,396.6
501,Enterocloster-asparagiformis-DSM-15981-MAF-2,tnaA,650.3
502,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,cysKcustom,530.1
503,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,cysMcustom,365.8
504,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,lcdcustom,40.6
505,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,malYcustom,561.0
506,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,metCcustom,448.8
507,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,tnaA,28.2
508,Enterococcus_casseliflavus,cysKcustom,514.4
509,Enterococcus_casseliflavus,cysMcustom,362.9
510,Enterococcus_casseliflavus,lcdcustom,71.2
511,Enterococcus_casseliflavus,malYcustom,577.6
512,Enterococcus_casseliflavus,metCcustom,557.4
513,Enterococcus_durans,cysKcustom,502.4
514,Enterococcus_durans,cysMcustom,357.4
515,Enterococcus_durans,lcdcustom,77.4
516,Enterococcus_durans,malYcustom,551.8
517,Enterococcus_durans,metCcustom,562.3
518,Enterococcus_faecalis,cysKcustom,490.2
519,Enterococcus_faecalis,cysMcustom,345.0
520,Enterococcus_faecalis,lcdcustom,75.7
521,Enterococcus_faecalis,malYcustom,559.3
522,Enterococcus_faecalis,metCcustom,558.5
523,Enterococcus_faecium,cysKcustom,506.1
524,Enterococcus_faecium,cysMcustom,362.6
525,Enterococcus_faecium,lcdcustom,65.5
526,Enterococcus_faecium,malYcustom,543.3
527,Enterococcus_faecium,metCcustom,553.7
528,Enterococcus_gallinarum,cysKcustom,521.4
529,Enterococcus_gallinarum,cysMcustom,365.2
530,Enterococcus_gallinarum,lcdcustom,72.0
531,Enterococcus_gallinarum,malYcustom,574.8
532,Enterococcus_gallinarum,metCcustom,561.0
533,Enterovibrio_nigricans,cysKcustom,505.0
534,Enterovibrio_nigricans,cysMcustom,333.5
535,Enterovibrio_nigricans,lcdcustom,73.3
536,Enterovibrio_nigricans,malYcustom,500.6
537,Enterovibrio_nigricans,metCcustom,533.2
538,Enterovibrio_nigricans,tnaA,908.9
539,Erysipelatoclostridium_ramosum,cysKcustom,511.1
540,Erysipelatoclostridium_ramosum,cysMcustom,353.5
541,Erysipelatoclostridium_ramosum,lcdcustom,46.2
542,Erysipelatoclostridium_ramosum,malYcustom,591.2
543,Erysipelatoclostridium_ramosum,metCcustom,465.2
544,Escherichia_coli,cysKcustom,515.6
545,Escherichia_coli,cysMcustom,546.0
546,Escherichia_coli,lcdcustom,73.5
547,Escherichia_coli,malYcustom,531.1
548,Escherichia_coli,metCcustom,563.3
549,Escherichia_coli,tnaA,933.6
550,Eubacterium-siraeum-DSM-15702-MAF-2,cysKcustom,550.5
551,Eubacterium-siraeum-DSM-15702-MAF-2,cysMcustom,377.7
552,Eubacterium-siraeum-DSM-15702-MAF-2,lcdcustom,25.7
553,Eubacterium-siraeum-DSM-15702-MAF-2,malYcustom,204.9
554,Eubacterium-siraeum-DSM-15702-MAF-2,metCcustom,402.3
555,Eubacterium-ventriosum-ATCC-27560-MAF-2,cysKcustom,536.3
556,Eubacterium-ventriosum-ATCC-27560-MAF-2,cysMcustom,374.9
557,Eubacterium-ventriosum-ATCC-27560-MAF-2,lcdcustom,60.9
558,Eubacterium-ventriosum-ATCC-27560-MAF-2,malYcustom,594.7
559,Eubacterium-ventriosum-ATCC-27560-MAF-2,metCcustom,403.8
560,Eubacterium_eligens,cysKcustom,522.8
561,Eubacterium_eligens,cysMcustom,357.7
562,Eubacterium_eligens,lcdcustom,51.6
563,Eubacterium_eligens,malYcustom,530.4
564,Eubacterium_eligens,metCcustom,390.3
565,Eubacterium_limosum,cysKcustom,563.8
566,Eubacterium_limosum,cysMcustom,436.9
567,Eubacterium_limosum,lcdcustom,39.9
568,Eubacterium_limosum,malYcustom,596.1
569,Eubacterium_limosum,metCcustom,496.3
570,Eubacterium_ramulus,cysKcustom,540.9
571,Eubacterium_ramulus,cysMcustom,369.7
572,Eubacterium_ramulus,lcdcustom,68.3
573,Eubacterium_ramulus,malYcustom,585.0
574,Eubacterium_ramulus,metCcustom,401.9
575,Eubacterium_rectale,cysKcustom,543.8
576,Eubacterium_rectale,cysMcustom,372.0
577,Eubacterium_rectale,lcdcustom,34.0
578,Eubacterium_rectale,malYcustom,547.2
579,Eubacterium_rectale,metCcustom,384.8
580,Faecalibacterium_prausnitzii,cysKcustom,547.4
581,Faecalibacterium_prausnitzii,cysMcustom,372.8
582,Faecalibacterium_prausnitzii,lcdcustom,37.5
583,Faecalibacterium_prausnitzii,malYcustom,209.5
584,Faecalibacterium_prausnitzii,metCcustom,401.4
585,Faecalitalea_cylindroides,cysKcustom,530.0
586,Faecalitalea_cylindroides,cysMcustom,382.4
587,Faecalitalea_cylindroides,lcdcustom,75.0
588,Faecalitalea_cylindroides,malYcustom,457.0
589,Faecalitalea_cylindroides,metCcustom,38.6
590,Ferrimonas_balearica,cysKcustom,502.5
591,Ferrimonas_balearica,cysMcustom,317.0
592,Ferrimonas_balearica,lcdcustom,109.1
593,Ferrimonas_balearica,malYcustom,417.4
594,Ferrimonas_balearica,metCcustom,480.1
595,Flavobacterium_daejeonense,cysKcustom,377.4
596,Flavobacterium_daejeonense,cysMcustom,501.6
597,Flavobacterium_daejeonense,lcdcustom,76.9
598,Flavobacterium_daejeonense,malYcustom,210.7
599,Flavobacterium_daejeonense,metCcustom,369.8
600,Flavonifractor_plautii,cysKcustom,521.9
601,Flavonifractor_plautii,cysMcustom,354.9
602,Flavonifractor_plautii,lcdcustom,75.2
603,Flavonifractor_plautii,malYcustom,558.3
604,Flavonifractor_plautii,metCcustom,407.5
605,Fusicatenibacter_saccharivorans,cysKcustom,538.8
606,Fusicatenibacter_saccharivorans,cysMcustom,374.4
607,Fusicatenibacter_saccharivorans,lcdcustom,55.0
608,Fusicatenibacter_saccharivorans,malYcustom,566.4
609,Fusicatenibacter_saccharivorans,metCcustom,496.6
610,Gallibacterium_anatis,cysKcustom,483.9
611,Gallibacterium_anatis,cysMcustom,316.7
612,Gallibacterium_anatis,lcdcustom,41.4
613,Gallibacterium_anatis,malYcustom,144.8
614,Gallibacterium_anatis,metCcustom,542.7
615,Gemmiger_formicilis,cysKcustom,556.6
616,Gemmiger_formicilis,cysMcustom,377.0
617,Gemmiger_formicilis,lcdcustom,59.5
618,Gemmiger_formicilis,malYcustom,217.1
619,Gemmiger_formicilis,metCcustom,395.7
620,Granulicatella-adiacens-ATCC-49175-MAF-2,cysKcustom,488.0
621,Granulicatella-adiacens-ATCC-49175-MAF-2,cysMcustom,368.8
622,Granulicatella-adiacens-ATCC-49175-MAF-2,lcdcustom,60.2
623,Granulicatella-adiacens-ATCC-49175-MAF-2,malYcustom,449.8
624,Granulicatella-adiacens-ATCC-49175-MAF-2,metCcustom,33.9
625,Hafnia_alvei,cysKcustom,512.9
626,Hafnia_alvei,cysMcustom,540.3
627,Hafnia_alvei,lcdcustom,52.2
628,Hafnia_alvei,malYcustom,528.7
629,Hafnia_alvei,metCcustom,498.7
630,Helicobacter_bilis,cysKcustom,475.5
631,Helicobacter_bilis,cysMcustom,315.3
632,Helicobacter_bilis,lcdcustom,51.4
633,Helicobacter_bilis,malYcustom,230.5
634,Helicobacter_bilis,metCcustom,501.8
635,Helicobacter_pametensis,lcdcustom,42.2
636,Helicobacter_pametensis,malYcustom,194.9
637,Helicobacter_pametensis,metCcustom,24.1
638,Helicobacter_rodentium,cysKcustom,505.9
639,Helicobacter_rodentium,cysMcustom,347.6
640,Helicobacter_rodentium,lcdcustom,48.5
641,Helicobacter_rodentium,malYcustom,212.3
642,Helicobacter_rodentium,metCcustom,375.8
643,Hungatella_hathewayi,cysKcustom,528.6
644,Hungatella_hathewayi,cysMcustom,367.7
645,Hungatella_hathewayi,lcdcustom,63.2
646,Hungatella_hathewayi,malYcustom,556.1
647,Hungatella_hathewayi,metCcustom,437.3
648,Intestinibacter-bartlettii-DSM-16795-MAF-2,cysKcustom,516.4
649,Intestinibacter-bartlettii-DSM-16795-MAF-2,cysMcustom,349.6
650,Intestinibacter-bartlettii-DSM-16795-MAF-2,lcdcustom,52.1
651,Intestinibacter-bartlettii-DSM-16795-MAF-2,malYcustom,213.6
652,Intestinibacter-bartlettii-DSM-16795-MAF-2,metCcustom,476.7
653,Intestinimonas_butyriciproducens,cysKcustom,528.5
654,Intestinimonas_butyriciproducens,cysMcustom,349.2
655,Intestinimonas_butyriciproducens,lcdcustom,64.9
656,Intestinimonas_butyriciproducens,malYcustom,531.3
657,Intestinimonas_butyriciproducens,metCcustom,408.2
658,Klebsiella_oxytoca,cysKcustom,516.5
659,Klebsiella_oxytoca,cysMcustom,547.7
660,Klebsiella_oxytoca,lcdcustom,66.3
661,Klebsiella_oxytoca,malYcustom,537.7
662,Klebsiella_oxytoca,metCcustom,555.2
663,Klebsiella_oxytoca,tnaA,959.4
664,Klebsiella_pneumoniae,cysKcustom,516.9
665,Klebsiella_pneumoniae,cysMcustom,548.7
666,Klebsiella_pneumoniae,lcdcustom,67.6
667,Klebsiella_pneumoniae,malYcustom,544.8
668,Klebsiella_pneumoniae,metCcustom,557.1
669,Lachnospira-eligens-ATCC-27750-MAF-2,cysKcustom,522.8
670,Lachnospira-eligens-ATCC-27750-MAF-2,cysMcustom,357.7
671,Lachnospira-eligens-ATCC-27750-MAF-2,lcdcustom,51.6
672,Lachnospira-eligens-ATCC-27750-MAF-2,malYcustom,530.4
673,Lachnospira-eligens-ATCC-27750-MAF-2,metCcustom,390.3
674,Lachnospira_pectinoschiza,cysKcustom,512.0
675,Lachnospira_pectinoschiza,cysMcustom,359.9
676,Lachnospira_pectinoschiza,lcdcustom,62.7
677,Lachnospira_pectinoschiza,malYcustom,535.3
678,Lachnospira_pectinoschiza,metCcustom,403.3
679,Lactobacillus-ruminis-ATCC-25644-MAF-2,cysKcustom,504.5
680,Lactobacillus-ruminis-ATCC-25644-MAF-2,cysMcustom,351.6
681,Lactobacillus-ruminis-ATCC-25644-MAF-2,lcdcustom,60.3
682,Lactobacillus-ruminis-ATCC-25644-MAF-2,malYcustom,487.6
683,Lactobacillus-ruminis-ATCC-25644-MAF-2,metCcustom,403.1
684,Lactobacillus_animalis,cysKcustom,503.8
685,Lactobacillus_animalis,cysMcustom,351.8
686,Lactobacillus_animalis,lcdcustom,61.7
687,Lactobacillus_animalis,malYcustom,502.5
688,Lactobacillus_animalis,metCcustom,527.8
689,Lactobacillus_gasseri,cysKcustom,37.3
690,Lactobacillus_gasseri,cysMcustom,17.0
691,Lactobacillus_gasseri,lcdcustom,18.6
692,Lactobacillus_gasseri,malYcustom,197.6
693,Lactobacillus_paracasei,cysKcustom,513.8
694,Lactobacillus_paracasei,cysMcustom,352.2
695,Lactobacillus_paracasei,lcdcustom,53.0
696,Lactobacillus_paracasei,malYcustom,489.1
697,Lactobacillus_paracasei,metCcustom,463.9
698,Lactobacillus_plantarum,cysKcustom,415.2
699,Lactobacillus_plantarum,cysMcustom,287.7
700,Lactobacillus_plantarum,lcdcustom,50.5
701,Lactobacillus_plantarum,malYcustom,521.2
702,Lactobacillus_plantarum,metCcustom,515.0
703,Lactobacillus_reuteri,cysKcustom,517.8
704,Lactobacillus_reuteri,cysMcustom,357.1
705,Lactobacillus_reuteri,lcdcustom,76.8
706,Lactobacillus_reuteri,malYcustom,509.8
707,Lactobacillus_reuteri,metCcustom,550.9
708,Lactobacillus_rhamnosus,cysKcustom,513.0
709,Lactobacillus_rhamnosus,cysMcustom,347.4
710,Lactobacillus_rhamnosus,lcdcustom,61.0
711,Lactobacillus_rhamnosus,malYcustom,491.5
712,Lactobacillus_rhamnosus,metCcustom,462.6
713,Lactobacillus_salivarius,cysKcustom,506.0
714,Lactobacillus_salivarius,cysMcustom,345.1
715,Lactobacillus_salivarius,lcdcustom,63.9
716,Lactobacillus_salivarius,malYcustom,507.5
717,Lactobacillus_salivarius,metCcustom,529.9
718,Lactococcus-lactis-IL1403-MAF-2,cysKcustom,508.9
719,Lactococcus-lactis-IL1403-MAF-2,cysMcustom,343.9
720,Lactococcus-lactis-IL1403-MAF-2,lcdcustom,65.5
721,Lactococcus-lactis-IL1403-MAF-2,malYcustom,514.7
722,Lactococcus-lactis-IL1403-MAF-2,metCcustom,557.2
723,Leuconostoc_mesenteroides,cysKcustom,409.7
724,Leuconostoc_mesenteroides,cysMcustom,281.6
725,Leuconostoc_mesenteroides,lcdcustom,71.7
726,Leuconostoc_mesenteroides,malYcustom,200.9
727,Leuconostoc_mesenteroides,metCcustom,528.7
728,Leuconostoc_pseudomesenteroides,cysKcustom,12.6
729,Leuconostoc_pseudomesenteroides,cysMcustom,15.9
730,Leuconostoc_pseudomesenteroides,lcdcustom,55.5
731,Leuconostoc_pseudomesenteroides,malYcustom,182.3
732,Leuconostoc_pseudomesenteroides,metCcustom,517.7
733,Mannheimia_granulomatis,cysKcustom,475.3
734,Mannheimia_granulomatis,cysMcustom,311.3
735,Mannheimia_granulomatis,lcdcustom,55.3
736,Mannheimia_granulomatis,malYcustom,141.7
737,Mannheimia_granulomatis,metCcustom,546.2
738,Marvinbryantia-formatexigens-DSM-14469-MAF-2,cysKcustom,535.6
739,Marvinbryantia-formatexigens-DSM-14469-MAF-2,cysMcustom,366.7
740,Marvinbryantia-formatexigens-DSM-14469-MAF-2,lcdcustom,25.5
741,Marvinbryantia-formatexigens-DSM-14469-MAF-2,malYcustom,574.0
742,Marvinbryantia-formatexigens-DSM-14469-MAF-2,metCcustom,371.1
743,Megasphaera-elsdenii-14-14-MAF-2,cysKcustom,506.3
744,Megasphaera-elsdenii-14-14-MAF-2,cysMcustom,347.0
745,Megasphaera-elsdenii-14-14-MAF-2,lcdcustom,65.2
746,Megasphaera-elsdenii-14-14-MAF-2,malYcustom,486.0
747,Megasphaera-elsdenii-14-14-MAF-2,metCcustom,458.1
748,Microvirgula_aerodenitrificans,cysKcustom,537.8
749,Microvirgula_aerodenitrificans,cysMcustom,489.7
750,Microvirgula_aerodenitrificans,lcdcustom,84.1
751,Microvirgula_aerodenitrificans,malYcustom,197.8
752,Microvirgula_aerodenitrificans,metCcustom,499.4
753,Mitsuokella-multacida-DSM-20544-MAF-2,cysKcustom,546.5
754,Mitsuokella-multacida-DSM-20544-MAF-2,cysMcustom,357.0
755,Mitsuokella-multacida-DSM-20544-MAF-2,lcdcustom,49.2
756,Mitsuokella-multacida-DSM-20544-MAF-2,malYcustom,591.2
757,Mitsuokella-multacida-DSM-20544-MAF-2,metCcustom,468.6
758,Mitsuokella_jalaludinii,cysKcustom,547.7
759,Mitsuokella_jalaludinii,cysMcustom,357.6
760,Mitsuokella_jalaludinii,lcdcustom,49.1
761,Mitsuokella_jalaludinii,malYcustom,586.3
762,Mitsuokella_jalaludinii,metCcustom,474.1
763,Murimonas_intestini,cysKcustom,550.5
764,Murimonas_intestini,cysMcustom,366.9
765,Murimonas_intestini,lcdcustom,37.4
766,Murimonas_intestini,malYcustom,450.2
767,Murimonas_intestini,metCcustom,385.8
768,Nitriliruptor_alkaliphilus,cysKcustom,420.3
769,Nitriliruptor_alkaliphilus,cysMcustom,348.0
770,Nitriliruptor_alkaliphilus,lcdcustom,51.6
771,Nitriliruptor_alkaliphilus,malYcustom,408.5
772,Nitriliruptor_alkaliphilus,metCcustom,490.9
773,Odoribacter_splanchnicus,cysKcustom,97.2
774,Odoribacter_splanchnicus,cysMcustom,67.1
775,Odoribacter_splanchnicus,lcdcustom,84.4
776,Odoribacter_splanchnicus,malYcustom,547.5
777,Odoribacter_splanchnicus,metCcustom,29.9
778,Odoribacter_splanchnicus,tnaA,878.6
779,Ornithobacterium_rhinotracheale,cysKcustom,452.6
780,Ornithobacterium_rhinotracheale,cysMcustom,299.0
781,Ornithobacterium_rhinotracheale,lcdcustom,81.0
782,Ornithobacterium_rhinotracheale,malYcustom,556.1
783,Ornithobacterium_rhinotracheale,metCcustom,29.6
784,Parabacteroides-johnsonii-DSM-18315-MAF-2,cysKcustom,551.8
785,Parabacteroides-johnsonii-DSM-18315-MAF-2,cysMcustom,368.9
786,Parabacteroides-johnsonii-DSM-18315-MAF-2,lcdcustom,93.2
787,Parabacteroides-johnsonii-DSM-18315-MAF-2,malYcustom,609.5
788,Parabacteroides-johnsonii-DSM-18315-MAF-2,metCcustom,391.5
789,Parabacteroides-merdae-ATCC-43184-MAF-2,cysKcustom,549.3
790,Parabacteroides-merdae-ATCC-43184-MAF-2,cysMcustom,368.2
791,Parabacteroides-merdae-ATCC-43184-MAF-2,lcdcustom,94.4
792,Parabacteroides-merdae-ATCC-43184-MAF-2,malYcustom,588.7
793,Parabacteroides-merdae-ATCC-43184-MAF-2,metCcustom,396.1
794,Parabacteroides-sp-D13-MAF-2,cysKcustom,546.7
795,Parabacteroides-sp-D13-MAF-2,cysMcustom,358.7
796,Parabacteroides-sp-D13-MAF-2,lcdcustom,96.5
797,Parabacteroides-sp-D13-MAF-2,malYcustom,590.7
798,Parabacteroides-sp-D13-MAF-2,metCcustom,389.2
799,Parabacteroides_distasonis,cysKcustom,546.7
800,Parabacteroides_distasonis,cysMcustom,358.7
801,Parabacteroides_distasonis,lcdcustom,96.5
802,Parabacteroides_distasonis,malYcustom,596.2
803,Parabacteroides_distasonis,metCcustom,389.8
804,Parabacteroides_goldsteinii,cysKcustom,549.6
805,Parabacteroides_goldsteinii,cysMcustom,364.2
806,Parabacteroides_goldsteinii,lcdcustom,93.2
807,Parabacteroides_goldsteinii,malYcustom,596.9
808,Parabacteroides_goldsteinii,metCcustom,396.1
809,Pediococcus_acidilactici,cysKcustom,112.3
810,Pediococcus_acidilactici,cysMcustom,100.1
811,Pediococcus_acidilactici,lcdcustom,34.0
812,Pediococcus_acidilactici,malYcustom,527.6
813,Pediococcus_acidilactici,metCcustom,36.4
814,Peptoniphilus_harei,cysKcustom,439.8
815,Peptoniphilus_harei,cysMcustom,342.0
816,Peptoniphilus_harei,lcdcustom,44.6
817,Peptoniphilus_harei,malYcustom,239.3
818,Peptoniphilus_harei,metCcustom,344.2
819,Phocaeicola_vulgatus,cysKcustom,535.2
820,Phocaeicola_vulgatus,cysMcustom,360.9
821,Phocaeicola_vulgatus,lcdcustom,102.5
822,Phocaeicola_vulgatus,malYcustom,602.2
823,Phocaeicola_vulgatus,metCcustom,405.3
824,Porphyromonas_asaccharolytica,lcdcustom,56.6
825,Porphyromonas_asaccharolytica,malYcustom,52.2
826,Porphyromonas_asaccharolytica,metCcustom,457.8
827,Porphyromonas_asaccharolytica,tnaA,861.4
828,Porphyromonas_uenonis,lcdcustom,58.4
829,Porphyromonas_uenonis,malYcustom,47.2
830,Porphyromonas_uenonis,metCcustom,460.7
831,Porphyromonas_uenonis,tnaA,853.9
832,Prevotella-buccalis-ATCC-35310-MAF-2,cysKcustom,524.2
833,Prevotella-buccalis-ATCC-35310-MAF-2,cysMcustom,358.2
834,Prevotella-buccalis-ATCC-35310-MAF-2,lcdcustom,80.5
835,Prevotella-buccalis-ATCC-35310-MAF-2,malYcustom,590.4
836,Prevotella-buccalis-ATCC-35310-MAF-2,metCcustom,357.7
837,Prevotella-copri-DSM-18205-MAF-2,cysKcustom,528.8
838,Prevotella-copri-DSM-18205-MAF-2,cysMcustom,361.9
839,Prevotella-copri-DSM-18205-MAF-2,lcdcustom,82.8
840,Prevotella-copri-DSM-18205-MAF-2,malYcustom,590.6
841,Prevotella-copri-DSM-18205-MAF-2,metCcustom,401.7
842,Prevotella_baroniae,cysKcustom,539.6
843,Prevotella_baroniae,cysMcustom,369.0
844,Prevotella_baroniae,lcdcustom,83.6
845,Prevotella_baroniae,malYcustom,589.7
846,Prevotella_baroniae,metCcustom,364.5
847,Prevotella_bivia,cysKcustom,535.0
848,Prevotella_bivia,cysMcustom,364.2
849,Prevotella_bivia,lcdcustom,70.5
850,Prevotella_bivia,malYcustom,558.8
851,Prevotella_bivia,metCcustom,370.2
852,Prevotella_dentalis,cysKcustom,520.3
853,Prevotella_dentalis,cysMcustom,353.7
854,Prevotella_dentalis,lcdcustom,80.0
855,Prevotella_dentalis,malYcustom,557.6
856,Prevotella_dentalis,metCcustom,371.5
857,Prevotella_micans,lcdcustom,68.7
858,Prevotella_micans,malYcustom,558.0
859,Prevotella_micans,metCcustom,30.3
860,Prevotella_micans,tnaA,854.2
861,Prevotella_multisaccharivorax,cysKcustom,534.3
862,Prevotella_multisaccharivorax,cysMcustom,362.3
863,Prevotella_multisaccharivorax,lcdcustom,78.2
864,Prevotella_multisaccharivorax,malYcustom,551.2
865,Prevotella_multisaccharivorax,metCcustom,400.3
866,Prevotella_veroralis,cysKcustom,548.9
867,Prevotella_veroralis,cysMcustom,368.7
868,Prevotella_veroralis,lcdcustom,77.3
869,Prevotella_veroralis,malYcustom,204.5
870,Prevotella_veroralis,metCcustom,25.4
871,Propionimicrobium_lymphophilum,cysKcustom,472.7
872,Propionimicrobium_lymphophilum,cysMcustom,342.3
873,Propionimicrobium_lymphophilum,lcdcustom,39.3
874,Propionimicrobium_lymphophilum,malYcustom,421.9
875,Propionimicrobium_lymphophilum,metCcustom,445.9
876,Proteus_mirabilis,cysKcustom,520.1
877,Proteus_mirabilis,cysMcustom,528.8
878,Proteus_mirabilis,lcdcustom,49.5
879,Proteus_mirabilis,malYcustom,463.2
880,Proteus_mirabilis,metCcustom,540.6
881,Pseudomonas_aeruginosa,cysKcustom,520.7
882,Pseudomonas_aeruginosa,cysMcustom,551.3
883,Pseudomonas_aeruginosa,lcdcustom,46.9
884,Pseudomonas_aeruginosa,malYcustom,214.1
885,Pseudomonas_aeruginosa,metCcustom,516.3
886,Rheinheimera_perlucida,cysKcustom,500.5
887,Rheinheimera_perlucida,cysMcustom,515.1
888,Rheinheimera_perlucida,lcdcustom,78.9
889,Rheinheimera_perlucida,malYcustom,466.1
890,Rheinheimera_perlucida,metCcustom,590.6
891,Rheinheimera_texasensis,cysKcustom,509.4
892,Rheinheimera_texasensis,cysMcustom,525.7
893,Rheinheimera_texasensis,lcdcustom,39.9
894,Rheinheimera_texasensis,malYcustom,177.7
895,Rheinheimera_texasensis,metCcustom,587.8
896,Rheinheimera_texasensis,tnaA,14.9
897,Riemerella_columbina,cysKcustom,465.4
898,Riemerella_columbina,cysMcustom,322.0
899,Riemerella_columbina,lcdcustom,67.7
900,Riemerella_columbina,malYcustom,194.1
901,Riemerella_columbina,metCcustom,31.8
902,Roseburia-intestinalis-L1-82-MAF-2,cysKcustom,543.1
903,Roseburia-intestinalis-L1-82-MAF-2,cysMcustom,369.8
904,Roseburia-intestinalis-L1-82-MAF-2,lcdcustom,67.2
905,Roseburia-intestinalis-L1-82-MAF-2,malYcustom,593.2
906,Roseburia-intestinalis-L1-82-MAF-2,metCcustom,473.6
907,Roseburia_faecis,cysKcustom,551.3
908,Roseburia_faecis,cysMcustom,372.9
909,Roseburia_faecis,lcdcustom,63.1
910,Roseburia_faecis,malYcustom,538.6
911,Roseburia_faecis,metCcustom,390.2
912,Roseburia_inulinivorans,cysKcustom,519.5
913,Roseburia_inulinivorans,cysMcustom,356.3
914,Roseburia_inulinivorans,lcdcustom,64.3
915,Roseburia_inulinivorans,malYcustom,571.8
916,Roseburia_inulinivorans,metCcustom,475.0
917,Ruminococcus-gauvreauii-DSM-19829-MAF-2,cysKcustom,520.2
918,Ruminococcus-gauvreauii-DSM-19829-MAF-2,cysMcustom,370.2
919,Ruminococcus-gauvreauii-DSM-19829-MAF-2,lcdcustom,39.1
920,Ruminococcus-gauvreauii-DSM-19829-MAF-2,malYcustom,563.3
921,Ruminococcus-gauvreauii-DSM-19829-MAF-2,metCcustom,431.5
922,Ruminococcus-lactaris-ATCC-29176-MAF-2,cysKcustom,531.4
923,Ruminococcus-lactaris-ATCC-29176-MAF-2,cysMcustom,355.7
