description,hit_id,targ_id,target_len,hit_score,hit_evalue,hit_bias,hsp_len,hsp_score,hsp_evalue_cond,hsp_evalue_ind,hsp_bias,output_table
Bacteroides-stercoris-ATCC-43183-MAF-2_cysKcustom,1_2820/81-431,1_2820,456,68.3,1.1e-19,0.0,351,67.8,1.8e-22,1.5e-19,0.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-stercoris-ATCC-43183-MAF-2_cysKcustom.domtblout
Bacteroides-stercoris-ATCC-43183-MAF-2_cysKcustom,1_2160/54-389,1_2160,394,59.8,4.2e-17,4.0,336,57.5,2.4e-19,2.1e-16,4.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-stercoris-ATCC-43183-MAF-2_cysKcustom.domtblout
Bacteroides-thetaiotaomicron-1-1-6-MAF-2_cysKcustom,1_858/1-310,1_858,316,546.2,1.9e-164,3.2,310,546.1,1.5e-167,2.1e-164,3.2,workflow/out/cysKcustom/hmmer_output/Bacteroides-thetaiotaomicron-1-1-6-MAF-2_cysKcustom.domtblout
Bacteroides-thetaiotaomicron-1-1-6-MAF-2_cysKcustom,1_4760/1-310,1_4760,317,513.2,2e-154,3.0,310,513.1,1.6e-157,2.2e-154,3.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-thetaiotaomicron-1-1-6-MAF-2_cysKcustom.domtblout
Bacteroides-thetaiotaomicron-1-1-6-MAF-2_cysKcustom,1_2693/81-435,1_2693,457,74.5,2.3e-21,0.0,355,74.1,2.2e-24,3.1e-21,0.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-thetaiotaomicron-1-1-6-MAF-2_cysKcustom.domtblout
Bacteroides-thetaiotaomicron-1-1-6-MAF-2_cysKcustom,1_4039/55-389,1_4039,395,59.2,1e-16,3.4,335,56.6,4.4e-19,6.1e-16,3.4,workflow/out/cysKcustom/hmmer_output/Bacteroides-thetaiotaomicron-1-1-6-MAF-2_cysKcustom.domtblout
Bacteroides-thetaiotaomicron-VPI-5482-MAF-2_cysKcustom,1_958/1-310,1_958,316,546.8,1.1e-164,3.2,310,546.7,9.9e-168,1.2e-164,3.2,workflow/out/cysKcustom/hmmer_output/Bacteroides-thetaiotaomicron-VPI-5482-MAF-2_cysKcustom.domtblout
Bacteroides-thetaiotaomicron-VPI-5482-MAF-2_cysKcustom,1_4617/1-310,1_4617,317,513.2,1.8e-154,3.0,310,513.1,1.6e-157,1.9e-154,3.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-thetaiotaomicron-VPI-5482-MAF-2_cysKcustom.domtblout
Bacteroides-thetaiotaomicron-VPI-5482-MAF-2_cysKcustom,1_2579/81-435,1_2579,457,74.5,2.1e-21,0.0,355,74.1,2.2e-24,2.7e-21,0.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-thetaiotaomicron-VPI-5482-MAF-2_cysKcustom.domtblout
Bacteroides-thetaiotaomicron-VPI-5482-MAF-2_cysKcustom,1_3253/56-389,1_3253,395,58.0,2.1e-16,4.0,334,55.2,1.2e-18,1.4e-15,4.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-thetaiotaomicron-VPI-5482-MAF-2_cysKcustom.domtblout
Bacteroides-uniformis-ATCC-8492-MAF-2_cysKcustom,1_850/1-310,1_850,316,555.4,2.1e-167,1.6,310,555.3,2.5e-170,2.4e-167,1.6,workflow/out/cysKcustom/hmmer_output/Bacteroides-uniformis-ATCC-8492-MAF-2_cysKcustom.domtblout
Bacteroides-uniformis-ATCC-8492-MAF-2_cysKcustom,1_1900/39-351,1_1900,358,516.6,1.3e-155,0.8,313,516.3,1.6e-158,1.5e-155,0.8,workflow/out/cysKcustom/hmmer_output/Bacteroides-uniformis-ATCC-8492-MAF-2_cysKcustom.domtblout
Bacteroides-uniformis-ATCC-8492-MAF-2_cysKcustom,1_3487/81-441,1_3487,456,74.6,1.5e-21,0.0,361,74.1,2.2e-24,2.1e-21,0.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-uniformis-ATCC-8492-MAF-2_cysKcustom.domtblout
Bacteroides-uniformis-ATCC-8492-MAF-2_cysKcustom,1_3136/47-387,1_3136,393,63.3,3.8e-18,2.0,341,61.1,2e-20,1.9e-17,2.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-uniformis-ATCC-8492-MAF-2_cysKcustom.domtblout
Bacteroides-xylanisolvens-SD-CC-1b-MAF-2_cysKcustom,1_908/1-310,1_908,316,543.8,9.2e-164,2.2,310,543.6,8.4e-167,1e-163,2.2,workflow/out/cysKcustom/hmmer_output/Bacteroides-xylanisolvens-SD-CC-1b-MAF-2_cysKcustom.domtblout
Bacteroides-xylanisolvens-SD-CC-1b-MAF-2_cysKcustom,1_4534/1-310,1_4534,317,511.0,8.2e-154,3.4,310,510.8,7.5e-157,9e-154,3.4,workflow/out/cysKcustom/hmmer_output/Bacteroides-xylanisolvens-SD-CC-1b-MAF-2_cysKcustom.domtblout
Bacteroides-xylanisolvens-SD-CC-1b-MAF-2_cysKcustom,1_2478/81-434,1_2478,457,72.6,7.4e-21,0.0,354,72.2,8.1e-24,9.8e-21,0.0,workflow/out/cysKcustom/hmmer_output/Bacteroides-xylanisolvens-SD-CC-1b-MAF-2_cysKcustom.domtblout
Bacteroides-xylanisolvens-SD-CC-1b-MAF-2_cysKcustom,1_3931/54-389,1_3931,396,59.5,6.9e-17,3.8,336,57.0,3.5e-19,4.2e-16,3.8,workflow/out/cysKcustom/hmmer_output/Bacteroides-xylanisolvens-SD-CC-1b-MAF-2_cysKcustom.domtblout
Bacteroides_fragilis_cysKcustom,NZ_CP069563.1_2787/1-310,NZ_CP069563.1_2787,316,539.9,1.2e-162,3.7,310,539.8,1.2e-165,1.3e-162,3.7,workflow/out/cysKcustom/hmmer_output/Bacteroides_fragilis_cysKcustom.domtblout
Bacteroides_fragilis_cysKcustom,NZ_CP069563.1_3839/1-310,NZ_CP069563.1_3839,317,518.0,5.5e-156,3.0,310,517.9,5.5e-159,6.1e-156,3.0,workflow/out/cysKcustom/hmmer_output/Bacteroides_fragilis_cysKcustom.domtblout
Bacteroides_fragilis_cysKcustom,NZ_CP069563.1_1728/81-438,NZ_CP069563.1_1728,456,75.7,8e-22,0.0,358,75.1,1.1e-24,1.2e-21,0.0,workflow/out/cysKcustom/hmmer_output/Bacteroides_fragilis_cysKcustom.domtblout
Bacteroides_fragilis_cysKcustom,NZ_CP069563.1_134/54-377,NZ_CP069563.1_134,391,58.4,1.5e-16,4.1,324,55.5,9.5e-19,1e-15,4.1,workflow/out/cysKcustom/hmmer_output/Bacteroides_fragilis_cysKcustom.domtblout
Bacteroides_ovatus_cysKcustom,NZ_CP012938.1_3108/1-310,NZ_CP012938.1_3108,316,543.0,1.6e-163,2.2,310,542.9,1.4e-166,1.7e-163,2.2,workflow/out/cysKcustom/hmmer_output/Bacteroides_ovatus_cysKcustom.domtblout
Bacteroides_ovatus_cysKcustom,NZ_CP012938.1_1879/1-310,NZ_CP012938.1_1879,317,507.0,1.3e-152,1.5,310,506.9,1.2e-155,1.5e-152,1.5,workflow/out/cysKcustom/hmmer_output/Bacteroides_ovatus_cysKcustom.domtblout
Bacteroides_ovatus_cysKcustom,NZ_CP012938.1_4790/81-434,NZ_CP012938.1_4790,457,72.6,7.9e-21,0.0,354,72.2,8.6e-24,1.1e-20,0.0,workflow/out/cysKcustom/hmmer_output/Bacteroides_ovatus_cysKcustom.domtblout
Bacteroides_ovatus_cysKcustom,NZ_CP012938.1_1196/54-389,NZ_CP012938.1_1196,396,59.8,6.1e-17,3.5,336,57.2,2.9e-19,3.5e-16,3.5,workflow/out/cysKcustom/hmmer_output/Bacteroides_ovatus_cysKcustom.domtblout
Bacteroides_thetaiotaomicron_cysKcustom,NZ_CP040530.1_954/1-310,NZ_CP040530.1_954,316,546.8,1.1e-164,3.2,310,546.7,9.9e-168,1.2e-164,3.2,workflow/out/cysKcustom/hmmer_output/Bacteroides_thetaiotaomicron_cysKcustom.domtblout
Bacteroides_thetaiotaomicron_cysKcustom,NZ_CP040530.1_4596/1-310,NZ_CP040530.1_4596,317,513.2,1.8e-154,3.0,310,513.1,1.6e-157,1.9e-154,3.0,workflow/out/cysKcustom/hmmer_output/Bacteroides_thetaiotaomicron_cysKcustom.domtblout
Bacteroides_thetaiotaomicron_cysKcustom,NZ_CP040530.1_2572/81-435,NZ_CP040530.1_2572,457,74.5,2.1e-21,0.0,355,74.1,2.2e-24,2.7e-21,0.0,workflow/out/cysKcustom/hmmer_output/Bacteroides_thetaiotaomicron_cysKcustom.domtblout
Bacteroides_thetaiotaomicron_cysKcustom,NZ_CP040530.1_3241/56-389,NZ_CP040530.1_3241,395,58.0,2.1e-16,4.0,334,55.2,1.2e-18,1.4e-15,4.0,workflow/out/cysKcustom/hmmer_output/Bacteroides_thetaiotaomicron_cysKcustom.domtblout
Bifidobacterium-adolescentis-L2-32-MAF-2_cysKcustom,1_494/1-319,1_494,337,419.9,1.4e-126,0.0,319,419.7,2.4e-129,1.6e-126,0.0,workflow/out/cysKcustom/hmmer_output/Bifidobacterium-adolescentis-L2-32-MAF-2_cysKcustom.domtblout
Bifidobacterium-adolescentis-L2-32-MAF-2_cysKcustom,1_1852/23-322,1_1852,422,113.0,1.7e-33,1.5,300,112.8,3.1e-36,2e-33,1.5,workflow/out/cysKcustom/hmmer_output/Bifidobacterium-adolescentis-L2-32-MAF-2_cysKcustom.domtblout
Bifidobacterium-adolescentis-L2-32-MAF-2_cysKcustom,1_910/328-449,1_910,698,46.0,3.6e-13,0.1,122,33.1,4.4e-12,2.8e-09,0.0,workflow/out/cysKcustom/hmmer_output/Bifidobacterium-adolescentis-L2-32-MAF-2_cysKcustom.domtblout
Bifidobacterium-adolescentis-L2-32-MAF-2_cysKcustom,1_910/606-648,1_910,698,46.0,3.6e-13,0.1,43,10.7,2.9e-05,0.019,0.0,workflow/out/cysKcustom/hmmer_output/Bifidobacterium-adolescentis-L2-32-MAF-2_cysKcustom.domtblout
Bifidobacterium_adolescentis_cysKcustom,NZ_CP028341.1_501/1-319,NZ_CP028341.1_501,337,420.6,7.9e-127,0.0,319,420.4,1.5e-129,9e-127,0.0,workflow/out/cysKcustom/hmmer_output/Bifidobacterium_adolescentis_cysKcustom.domtblout
Bifidobacterium_adolescentis_cysKcustom,NZ_CP028341.1_1730/69-372,NZ_CP028341.1_1730,472,114.1,7.5e-34,1.1,304,113.8,1.5e-36,8.8e-34,1.1,workflow/out/cysKcustom/hmmer_output/Bifidobacterium_adolescentis_cysKcustom.domtblout
Bifidobacterium_adolescentis_cysKcustom,NZ_CP028341.1_889/328-519,NZ_CP028341.1_889,698,47.0,1.7e-13,0.5,192,34.4,1.8e-12,1.1e-09,0.1,workflow/out/cysKcustom/hmmer_output/Bifidobacterium_adolescentis_cysKcustom.domtblout
Bifidobacterium_adolescentis_cysKcustom,NZ_CP028341.1_889/606-648,NZ_CP028341.1_889,698,47.0,1.7e-13,0.5,43,10.6,3.1e-05,0.018,0.0,workflow/out/cysKcustom/hmmer_output/Bifidobacterium_adolescentis_cysKcustom.domtblout
Bifidobacterium_longum_cysKcustom,NC_015067.1_456/1-323,NC_015067.1_456,356,415.3,3.6e-125,0.1,323,415.0,6.5e-128,4.2e-125,0.1,workflow/out/cysKcustom/hmmer_output/Bifidobacterium_longum_cysKcustom.domtblout
Bifidobacterium_longum_cysKcustom,NC_015067.1_1890/22-322,NC_015067.1_1890,422,109.1,2.7e-32,3.2,301,108.9,4.8e-35,3.1e-32,3.2,workflow/out/cysKcustom/hmmer_output/Bifidobacterium_longum_cysKcustom.domtblout
Bifidobacterium_longum_cysKcustom,NC_015067.1_872/327-536,NC_015067.1_872,696,52.9,3e-15,3.0,210,37.5,2.1e-13,1.3e-10,0.1,workflow/out/cysKcustom/hmmer_output/Bifidobacterium_longum_cysKcustom.domtblout
Bifidobacterium_longum_cysKcustom,NC_015067.1_872/606-654,NC_015067.1_872,696,52.9,3e-15,3.0,49,14.0,2.9e-06,0.0019,0.0,workflow/out/cysKcustom/hmmer_output/Bifidobacterium_longum_cysKcustom.domtblout
Blautia-hansenii-DSM-20583-MAF-2_cysKcustom,1_123/4-310,1_123,312,520.4,6.9e-157,5.4,307,520.3,5.1e-160,7.6e-157,5.4,workflow/out/cysKcustom/hmmer_output/Blautia-hansenii-DSM-20583-MAF-2_cysKcustom.domtblout
Blautia-hansenii-DSM-20583-MAF-2_cysKcustom,1_1582/16-300,1_1582,404,124.1,1.1e-36,4.3,285,123.9,8.9e-40,1.3e-36,4.3,workflow/out/cysKcustom/hmmer_output/Blautia-hansenii-DSM-20583-MAF-2_cysKcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom,1_2062/1-307,1_2062,309,525.5,2.2e-158,4.1,307,525.3,5.2e-161,2.4e-158,4.1,workflow/out/cysKcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom,1_859/1-309,1_859,311,512.7,1.7e-154,1.7,309,512.5,4.1e-157,1.9e-154,1.7,workflow/out/cysKcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom,1_1564/1-307,1_1564,309,440.4,1.4e-132,2.0,307,440.2,3.4e-135,1.6e-132,2.0,workflow/out/cysKcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom,1_1468/14-300,1_1468,404,115.1,6.8e-34,2.8,287,114.7,1.9e-36,8.6e-34,2.8,workflow/out/cysKcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom,1_121/161-402,1_121,446,63.3,3.5e-18,0.0,242,62.2,1.6e-20,7.4e-18,0.0,workflow/out/cysKcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom,1_2711/56-371,1_2711,395,60.4,2.5e-17,4.2,316,57.4,4.6e-19,2.1e-16,4.2,workflow/out/cysKcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_cysKcustom.domtblout
Blautia-obeum-ATCC-29174-MAF-2_cysKcustom,1_2037/1-308,1_2037,311,543.3,9.2e-164,6.6,308,543.1,1.2e-166,1e-163,6.6,workflow/out/cysKcustom/hmmer_output/Blautia-obeum-ATCC-29174-MAF-2_cysKcustom.domtblout
Blautia-obeum-ATCC-29174-MAF-2_cysKcustom,1_1968/15-300,1_1968,404,116.8,2.1e-34,2.1,286,116.6,2.8e-37,2.4e-34,2.1,workflow/out/cysKcustom/hmmer_output/Blautia-obeum-ATCC-29174-MAF-2_cysKcustom.domtblout
Blautia-obeum-ATCC-29174-MAF-2_cysKcustom,1_550/61-373,1_550,395,50.6,2.5e-14,5.2,313,48.2,1.6e-16,1.4e-13,5.2,workflow/out/cysKcustom/hmmer_output/Blautia-obeum-ATCC-29174-MAF-2_cysKcustom.domtblout
Blautia-obeum-ATCC-29174-MAF-2_cysKcustom,1_1328/114-192,1_1328,410,25.7,9.1e-07,0.1,79,24.8,2e-09,1.7e-06,0.1,workflow/out/cysKcustom/hmmer_output/Blautia-obeum-ATCC-29174-MAF-2_cysKcustom.domtblout
Blautia-sp-KLE-1732-MAF-2_cysKcustom,1_3182/1-308,1_3182,311,556.9,6.9e-168,5.8,308,556.7,6.7e-171,7.7e-168,5.8,workflow/out/cysKcustom/hmmer_output/Blautia-sp-KLE-1732-MAF-2_cysKcustom.domtblout
Blautia-sp-KLE-1732-MAF-2_cysKcustom,1_1471/13-300,1_1471,404,119.4,3.5e-35,3.2,288,119.1,3.6e-38,4.1e-35,3.2,workflow/out/cysKcustom/hmmer_output/Blautia-sp-KLE-1732-MAF-2_cysKcustom.domtblout
Blautia-sp-KLE-1732-MAF-2_cysKcustom,1_926/62-373,1_926,395,54.6,1.5e-15,5.8,312,51.8,9.6e-18,1.1e-14,5.8,workflow/out/cysKcustom/hmmer_output/Blautia-sp-KLE-1732-MAF-2_cysKcustom.domtblout
Blautia-wexlerae-DSM-19850-MAF-2_cysKcustom,1_3336/1-308,1_3336,310,544.9,3.7e-164,2.1,308,544.7,3.9e-167,4.1e-164,2.1,workflow/out/cysKcustom/hmmer_output/Blautia-wexlerae-DSM-19850-MAF-2_cysKcustom.domtblout
Blautia-wexlerae-DSM-19850-MAF-2_cysKcustom,1_1449/16-300,1_1449,404,123.4,2.7e-36,2.6,285,123.2,2.9e-39,3.1e-36,2.6,workflow/out/cysKcustom/hmmer_output/Blautia-wexlerae-DSM-19850-MAF-2_cysKcustom.domtblout
Blautia-wexlerae-DSM-19850-MAF-2_cysKcustom,1_2899/63-373,1_2899,395,54.2,2.6e-15,4.8,311,52.3,9.1e-18,9.7e-15,4.8,workflow/out/cysKcustom/hmmer_output/Blautia-wexlerae-DSM-19850-MAF-2_cysKcustom.domtblout
Blautia-wexlerae-DSM-19850-MAF-2_cysKcustom,1_2087/106-192,1_2087,410,28.2,2e-07,0.1,87,26.2,7.5e-10,8e-07,0.1,workflow/out/cysKcustom/hmmer_output/Blautia-wexlerae-DSM-19850-MAF-2_cysKcustom.domtblout
Butyricimonas-virosa-DSM-23226-MAF-2_cysKcustom,1_2109/68-432,1_2109,454,79.6,4.7e-23,0.0,365,79.1,1.7e-26,6.6e-23,0.0,workflow/out/cysKcustom/hmmer_output/Butyricimonas-virosa-DSM-23226-MAF-2_cysKcustom.domtblout
Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom,1_2010/1-308,1_2010,311,538.9,1.4e-162,3.9,308,538.7,3.9e-165,1.6e-162,3.9,workflow/out/cysKcustom/hmmer_output/Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom.domtblout
Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom,1_616/1-326,1_616,328,348.3,9e-105,0.3,326,348.2,2.5e-107,1e-104,0.3,workflow/out/cysKcustom/hmmer_output/Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom.domtblout
Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom,1_1353/13-302,1_1353,407,117.0,1.3e-34,2.7,290,116.9,3.4e-37,1.4e-34,2.7,workflow/out/cysKcustom/hmmer_output/Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom.domtblout
Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom,1_1967/60-371,1_1967,395,51.4,1e-14,5.7,312,46.4,8.5e-16,3.5e-13,5.7,workflow/out/cysKcustom/hmmer_output/Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom.domtblout
Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom,1_92/5-82,1_92,397,16.0,0.00058,0.3,78,6.1,0.0015,0.59,0.0,workflow/out/cysKcustom/hmmer_output/Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom.domtblout
Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom,1_92/191-232,1_92,397,16.0,0.00058,0.3,42,7.6,0.00048,0.19,0.0,workflow/out/cysKcustom/hmmer_output/Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom.domtblout
Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom,1_1677/124-168,1_1677,498,13.4,0.0035,0.0,45,12.4,1.7e-05,0.0069,0.0,workflow/out/cysKcustom/hmmer_output/Butyrivibrio-crossotus-DSM-2876-MAF-2_cysKcustom.domtblout
Catenibacterium-mitsuokai-DSM-15897-MAF-2_cysKcustom,1_313/1-308,1_313,311,530.6,4.9e-160,2.2,308,530.4,8.4e-163,5.5e-160,2.2,workflow/out/cysKcustom/hmmer_output/Catenibacterium-mitsuokai-DSM-15897-MAF-2_cysKcustom.domtblout
Catenibacterium-mitsuokai-DSM-15897-MAF-2_cysKcustom,1_130/12-299,1_130,401,125.0,5.2e-37,1.2,288,124.8,9.6e-40,6.2e-37,1.2,workflow/out/cysKcustom/hmmer_output/Catenibacterium-mitsuokai-DSM-15897-MAF-2_cysKcustom.domtblout
Catenibacterium-mitsuokai-DSM-15897-MAF-2_cysKcustom,1_131/11-299,1_131,401,120.7,1.1e-35,0.9,289,120.6,1.8e-38,1.1e-35,0.9,workflow/out/cysKcustom/hmmer_output/Catenibacterium-mitsuokai-DSM-15897-MAF-2_cysKcustom.domtblout
Catenibacterium-mitsuokai-DSM-15897-MAF-2_cysKcustom,1_2394/174-207,1_2394,326,12.5,0.0068,0.0,34,8.1,0.00023,0.15,0.0,workflow/out/cysKcustom/hmmer_output/Catenibacterium-mitsuokai-DSM-15897-MAF-2_cysKcustom.domtblout
Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom,1_1213/1-308,1_1213,310,531.6,3.4e-160,4.0,308,531.4,6.3e-163,3.8e-160,4.0,workflow/out/cysKcustom/hmmer_output/Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom.domtblout
Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom,1_2630/1-307,1_2630,309,430.8,1.3e-129,7.0,307,430.6,2.4e-132,1.4e-129,7.0,workflow/out/cysKcustom/hmmer_output/Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom.domtblout
Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom,1_1681/19-299,1_1681,405,112.5,4.6e-33,3.7,281,112.2,9.1e-36,5.5e-33,3.7,workflow/out/cysKcustom/hmmer_output/Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom.domtblout
Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom,1_1221/152-390,1_1221,436,56.8,3.4e-16,0.0,239,56.0,1e-18,6.3e-16,0.0,workflow/out/cysKcustom/hmmer_output/Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom.domtblout
Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom,1_1246/29-196,1_1246,415,32.1,1.1e-08,0.1,168,30.6,5.1e-11,3.1e-08,0.1,workflow/out/cysKcustom/hmmer_output/Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom.domtblout
Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom,1_2042/5-64,1_2042,97,13.1,0.0065,0.0,60,13.1,1.1e-05,0.0065,0.0,workflow/out/cysKcustom/hmmer_output/Clostridium-scindens-ATCC-35704-MAF-2_cysKcustom.domtblout
Clostridium-sp-M62-1-MAF-2_cysKcustom,1_153/1-312,1_153,314,502.5,2.2e-151,1.6,312,502.3,2.8e-154,2.5e-151,1.6,workflow/out/cysKcustom/hmmer_output/Clostridium-sp-M62-1-MAF-2_cysKcustom.domtblout
Clostridium-sp-M62-1-MAF-2_cysKcustom,1_1736/18-309,1_1736,417,122.1,5.4e-36,2.5,292,121.9,7e-39,6.1e-36,2.5,workflow/out/cysKcustom/hmmer_output/Clostridium-sp-M62-1-MAF-2_cysKcustom.domtblout
Clostridium-sp-M62-1-MAF-2_cysKcustom,1_1983/185-415,1_1983,477,61.9,9.4e-18,0.0,231,61.1,1.9e-20,1.6e-17,0.0,workflow/out/cysKcustom/hmmer_output/Clostridium-sp-M62-1-MAF-2_cysKcustom.domtblout
Clostridium-sp-M62-1-MAF-2_cysKcustom,1_2820/6-87,1_2820,406,17.7,0.00025,0.2,82,8.8,0.00014,0.12,0.0,workflow/out/cysKcustom/hmmer_output/Clostridium-sp-M62-1-MAF-2_cysKcustom.domtblout
Clostridium-sp-M62-1-MAF-2_cysKcustom,1_2820/197-234,1_2820,406,17.7,0.00025,0.2,38,6.9,0.00053,0.46,0.0,workflow/out/cysKcustom/hmmer_output/Clostridium-sp-M62-1-MAF-2_cysKcustom.domtblout
Clostridium-spiroforme-DSM-1552-MAF-2_cysKcustom,1_572/1-303,1_572,305,480.7,6.2e-145,0.9,303,480.5,8.8e-148,6.9e-145,0.9,workflow/out/cysKcustom/hmmer_output/Clostridium-spiroforme-DSM-1552-MAF-2_cysKcustom.domtblout
Clostridium-spiroforme-DSM-1552-MAF-2_cysKcustom,1_2107/11-298,1_2107,401,118.9,3.4e-35,2.3,288,118.8,4.6e-38,3.6e-35,2.3,workflow/out/cysKcustom/hmmer_output/Clostridium-spiroforme-DSM-1552-MAF-2_cysKcustom.domtblout
Clostridium-spiroforme-DSM-1552-MAF-2_cysKcustom,1_1731/67-381,1_1731,397,62.9,3.2e-18,5.2,315,60.2,2.7e-20,2.1e-17,5.2,workflow/out/cysKcustom/hmmer_output/Clostridium-spiroforme-DSM-1552-MAF-2_cysKcustom.domtblout
Collinsella-stercoris-DSM-13279-MAF-2_cysKcustom,1_62/1-311,1_62,313,518.3,2.1e-156,6.3,311,518.1,1.1e-159,2.3e-156,6.3,workflow/out/cysKcustom/hmmer_output/Collinsella-stercoris-DSM-13279-MAF-2_cysKcustom.domtblout
Collinsella_aerofaciens_cysKcustom,NZ_CP024160.1_872/1-310,NZ_CP024160.1_872,313,536.6,5.4e-162,3.3,310,536.5,6.2e-165,6e-162,3.3,workflow/out/cysKcustom/hmmer_output/Collinsella_aerofaciens_cysKcustom.domtblout
Collinsella_aerofaciens_cysKcustom,NZ_CP024160.1_989/106-275,NZ_CP024160.1_989,405,27.7,1.3e-07,0.2,170,26.5,2.9e-10,2.8e-07,0.2,workflow/out/cysKcustom/hmmer_output/Collinsella_aerofaciens_cysKcustom.domtblout
Coprococcus-comes-ATCC-27758-MAF-2_cysKcustom,1_2066/1-308,1_2066,311,548.1,3e-165,2.5,308,547.9,3.2e-168,3.4e-165,2.5,workflow/out/cysKcustom/hmmer_output/Coprococcus-comes-ATCC-27758-MAF-2_cysKcustom.domtblout
Coprococcus-comes-ATCC-27758-MAF-2_cysKcustom,1_1360/19-300,1_1360,405,125.0,6.2e-37,3.9,282,124.8,7.1e-40,7.6e-37,3.9,workflow/out/cysKcustom/hmmer_output/Coprococcus-comes-ATCC-27758-MAF-2_cysKcustom.domtblout
Coprococcus-comes-ATCC-27758-MAF-2_cysKcustom,1_3112/157-398,1_3112,445,40.3,3.2e-11,0.0,242,38.8,8.4e-14,8.9e-11,0.0,workflow/out/cysKcustom/hmmer_output/Coprococcus-comes-ATCC-27758-MAF-2_cysKcustom.domtblout
Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom,1_545/1-308,1_545,310,537.5,4e-162,4.6,308,537.4,8.4e-165,4.5e-162,4.6,workflow/out/cysKcustom/hmmer_output/Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom.domtblout
Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom,1_361/1-309,1_361,311,521.1,3.9e-157,3.4,309,520.8,9e-160,4.8e-157,3.4,workflow/out/cysKcustom/hmmer_output/Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom.domtblout
Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom,1_2360/2-299,1_2360,302,454.8,5e-137,0.4,298,454.6,1e-139,5.5e-137,0.4,workflow/out/cysKcustom/hmmer_output/Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom.domtblout
Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom,1_1313/18-308,1_1313,415,115.1,5.3e-34,0.7,291,115.0,1.1e-36,5.8e-34,0.7,workflow/out/cysKcustom/hmmer_output/Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom.domtblout
Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom,1_2637/56-371,1_2637,395,52.5,5.3e-15,4.3,316,48.8,1.3e-16,6.9e-14,4.3,workflow/out/cysKcustom/hmmer_output/Coprococcus-eutactus-ATCC-27759-MAF-2_cysKcustom.domtblout
